fips,Fall,Spring,Summer,Winter,max_warming_season,Annual,STUSAB,STATE_NAME,STATENS
01,-0.19566843033509487,-0.10586243386243754,-0.325008818342153,0.4585255731922332,Winter,-0.035047619047619424,AL,Alabama,01779775
04,1.2039506172839518,1.3844797178130517,1.2744550264550332,1.3883880070546775,Winter,1.3198800705467393,AZ,Arizona,01779777
05,-0.042539682539683515,0.26639858906525093,0.05859611992944445,0.5322469135802471,Winter,0.21407407407406837,AR,Arkansas,00068085
06,1.570920634920639,1.449241622574948,1.4783350970017712,1.4124303350970013,Fall,1.480560846560853,CA,California,01779778
08,1.0553086419753037,1.4369100529100522,1.3678447971781258,1.8387583774250378,Winter,1.4385890652557287,CO,Colorado,01779779
09,1.453093474426808,1.5434074074074067,1.5806278659611994,2.6339753086419733,Winter,1.801492063492066,CT,Connecticut,01779780
10,1.3789488536155161,1.537848324514988,1.5228783068782967,2.201001763668426,Winter,1.6616825396825403,DE,Delaware,01779781
12,1.0765855379188682,0.8607971781305128,0.9144550264550225,1.3002328042328009,Winter,1.0348783068783085,FL,Florida,00294478
13,0.25121693121692845,0.17446208112874395,-0.01605643738976669,1.1093615520282212,Winter,0.38404938271605105,GA,Georgia,01705317
16,0.6866313932980552,1.0048677248677225,1.0727195767195778,1.4099047619047584,Winter,1.0469171075837733,ID,Idaho,01779783
17,0.5573051146384498,1.153298059964733,0.21748148148147825,1.3087407407407399,Winter,0.8144197530864254,IL,Illinois,01779784
18,0.5009664902998183,1.044839506172836,0.01807407407408609,1.2805643738977033,Winter,0.7126102292768943,IN,Indiana,00448508
19,0.36397883597883474,0.7738977072310425,0.06171428571428767,1.4116966490299827,Winter,0.6472839506172755,IA,Iowa,01779785
20,0.35549911816578594,0.9980388007054665,0.49185185185185254,1.5539611992945277,Winter,0.8594991181657884,KS,Kansas,00481813
21,0.028289241622569634,0.5423633156966543,-0.19575308641977043,0.8768395061728332,Winter,0.3200917107583831,KY,Kentucky,01779786
22,0.2227160493827169,0.147428571428565,0.1986031746031705,0.353876543209873,Winter,0.24434215167549175,LA,Louisiana,01629543
23,1.463238095238098,1.308373897707231,1.427569664902988,2.88275132275132,Winter,1.744620811287477,ME,Maine,01779787
24,1.0938412698412696,1.2385467372133998,1.180303350970025,1.8783209876543183,Winter,1.3532592592592572,MD,Maryland,01714934
25,1.4422998236331568,1.3507442680775945,1.5946102292768989,2.43516049382716,Winter,1.7006525573192217,MA,Massachusetts,00606926
26,1.1497142857142884,1.6929947089947117,1.0505255731922454,2.4637883597883605,Winter,1.5768994708994757,MI,Michigan,01779789
27,1.1486419753086428,1.4445573192239796,0.9072592592592537,2.7165855379188706,Winter,1.5551887125220427,MN,Minnesota,00662849
28,-0.12572839506172634,-0.010723104056437933,-0.20665961199294464,0.33920282186949435,Winter,0.011925925925916977,MS,Mississippi,01779790
29,0.014349206349208814,0.7265185185185178,0.014095238095251128,1.2007336860670144,Winter,0.4909947089947188,MO,Missouri,01779791
30,0.8818624338624327,1.465058201058202,1.064183421516755,2.260924162257495,Winter,1.4211252204585525,MT,Montana,00767982
31,0.5411075837742422,1.069954144620818,0.5089805996472738,1.8102857142857167,Winter,0.9896014109347451,NE,Nebraska,01779792
32,1.1345608465608394,1.2055308641975353,1.353015873015879,1.4613051146384444,Winter,1.2989559082892395,NV,Nevada,01779793
33,1.3314285714285707,1.3336155202821853,1.296790123456795,2.579851851851853,Winter,1.622430335096999,NH,New Hampshire,01779794
34,1.6557319223985936,1.759266313932981,1.738723104056443,2.7489382716049393,Winter,1.9772768959435691,NJ,New Jersey,01779795
35,0.9859470899470872,1.1316402116402173,1.1085714285714345,1.370483245149911,Winter,1.1593298059964772,NM,New Mexico,00897535
36,0.9725855379188665,1.0793086419753055,0.7041834215167508,2.0960846560846575,Winter,1.2042045855379218,NY,New York,01779796
37,0.3914074074074113,0.5179541446208061,0.39226807760140364,1.1622574955908325,Winter,0.622179894179892,NC,North Carolina,01027616
38,1.1155837742504413,1.3311746031745935,1.0004091710758476,3.145932980599648,Winter,1.6544303350970013,ND,North Dakota,01779797
39,0.6297707231040619,1.0419611992945326,0.2531358024691342,1.3810229276895911,Winter,0.8253156966490305,OH,Ohio,01085497
40,-0.08125573192240143,0.4210370370370452,0.07994356261023114,0.9440705467372081,Winter,0.3584021164021158,OK,Oklahoma,01102857
41,1.3015731922398606,1.2407054673721372,1.6132204585537955,1.8193862433862438,Winter,1.5006490299823665,OR,Oregon,01155107
42,0.7441128747795401,0.852303350970015,0.5339964726631388,1.7283809523809492,Winter,0.9679858906525556,PA,Pennsylvania,01779798
44,1.6487336860670132,1.7481058201058173,2.114864197530865,2.680028218694884,Winter,2.0388677248677185,RI,Rhode Island,01219835
45,0.31449735449735466,0.438137566137553,0.29062433862433296,1.1094320987654336,Winter,0.5454744268077641,SC,South Carolina,01779799
46,0.7646419753086519,1.0544197530864214,0.8266948853615459,2.3151463844797133,Winter,1.2520776014109387,SD,South Dakota,01785534
47,0.019880070546733415,0.25450440917106576,-0.01742504409169958,0.7037601410934745,Winter,0.2429876543209923,TN,Tennessee,01325873
48,0.5726419753086477,0.8846701940035309,0.357220458553785,1.1412627865961193,Winter,0.7523703703703724,TX,Texas,01779801
49,1.357488536155207,1.3802186948853568,1.7027583774250357,1.8194426807760118,Winter,1.5802292768959425,UT,Utah,01455989
50,1.288437389770724,1.3273932980599603,1.0453333333333277,2.5948924162257505,Winter,1.5465573192239885,VT,Vermont,01779802
51,0.5206490299823593,0.7243174603174696,0.49347442680775083,1.3440705467372192,Winter,0.7800458553791804,VA,Virginia,01779803
53,0.7666031746031823,0.724388007054683,1.1533262786596072,1.5586313932980573,Winter,1.0427724867724935,WA,Washington,01779804
54,0.34779541446208334,0.5441128747795392,0.10457848324516023,0.9805432098765379,Winter,0.4981164021164036,WV,West Virginia,01779805
55,0.7719647266313938,1.0944902998236303,0.479661375661375,2.317940035273369,Winter,1.1576543209876564,WI,Wisconsin,01779806
56,1.0642257495590857,1.6177495590828916,1.2560564373897696,2.034271604938268,Winter,1.5087548500881887,WY,Wyoming,01779807
